,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
3025,11183136,1.0,,,2.0,4.0,,4.0,2.0,,,1752.0,1752.0,,,,,6037,,2.0,,,,2.0,34616527,-118212322,10208.0,,,,,,0100,261,PDR17500-C,60379103.023,40227.0,3101,,97329.0,0.0,,,,1.0,,,1989.0,,,35264.0,58697.0,2015,23433.0,1683.93,,,6.0379103023e+13
3026,11183674,1.0,,,3.0,4.0,,4.0,3.0,,,2711.0,2711.0,,,,,6037,,3.0,,,,2.0,34610838,-118190674,6595.0,1.0,,,,1.0,0101,261,LCA210-A22,60379102.101,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,248875.0,311093.0,2015,62218.0,4734.75,,,6.0379102101e+13
3027,11183774,1.0,,,3.0,4.0,,4.0,3.0,,,1767.0,1767.0,,,,,6037,,3.0,,,,2.0,34604427,-118184044,7675.0,1.0,,,,1.0,0101,261,PDR16000*,60379102.091,40227.0,3101,,97329.0,0.0,,,,1.0,,,1994.0,,,190167.0,237708.0,2015,47541.0,3833.55,,,6.0379102091e+13
3028,11183874,1.0,,,3.0,3.0,,4.0,3.0,,,2117.0,2117.0,,,,,6037,,3.0,,,,2.0,34615598,-118210107,7311.0,1.0,,,,1.0,0101,261,PDR17500*,60379103.023,40227.0,3101,,97329.0,0.0,,,,1.0,,,1994.0,,,204565.0,246299.0,2015,41734.0,3984.4,,,6.0379103023e+13
3029,11184452,1.0,,,3.0,5.0,,4.0,3.0,,,2929.0,2929.0,,,,,6037,,3.0,,,,2.0,34629557,-118215233,13336.0,1.0,,,,1.0,0101,261,LCA210*,60379103.022,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,278271.0,347834.0,2015,69563.0,5504.25,,,6.0379103022e+13
3030,11184613,1.0,,,3.0,4.0,,4.0,3.0,,,2113.0,2113.0,,,,,6037,,3.0,,,,2.0,34619111,-118187840,7142.0,,,,,,0100,261,PDRPD-1-12,60379102.101,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,191880.0,239849.0,2015,47969.0,4487.29,Y,15.0,6.0379102101e+13
3031,11184713,1.0,,,3.0,4.0,,4.0,3.0,,,2637.0,2637.0,,,,,6037,,3.0,,,,2.0,34623874,-118209672,12284.0,,,,,,0100,261,LCA210*,60379103.022,40227.0,3101,,97329.0,0.0,,,,1.0,,,1996.0,,,288000.0,360000.0,2015,72000.0,5282.2,,,6.0379103022e+13
3032,11184874,1.0,,,2.0,4.0,,4.0,2.0,,,1782.0,1782.0,,,,,6037,,2.0,,,,2.0,34615297,-118195962,7351.0,,,,,,0100,261,PDRPD-1-12,60379102.101,40227.0,3101,,97329.0,0.0,,,,1.0,,,1999.0,,,167149.0,208933.0,2015,41784.0,3598.94,,,6.0379102101e+13
3033,11185066,1.0,,,3.0,4.0,,4.0,3.0,,,2765.0,2765.0,,,,,6037,,3.0,,,,2.0,34626264,-118229579,20223.0,,,,,,0100,261,PDA1*,60379103.021,40227.0,3101,,97329.0,0.0,,,,1.0,,,1996.0,,,304000.0,406000.0,2015,102000.0,6212.96,,,6.0379103021e+13
3034,11187628,1.0,,,2.0,4.0,,4.0,2.0,,,1648.0,1648.0,,,,,6037,,2.0,,,,2.0,34591426,-118150989,11705.0,1.0,,,,1.0,0101,261,LCRA7000*,60379102.082,40227.0,3101,,97329.0,0.0,,,,1.0,,,1955.0,,,115780.0,154202.0,2015,38422.0,2633.02,Y,15.0,6.0379102082e+13
3035,11187789,,,,1.0,3.0,,7.0,1.0,,,998.0,998.0,,,,,6037,,1.0,,,,7.0,34590717,-118151960,9312.0,1.0,,,,1.0,0101,261,LCRA7000*,60379102.082,40227.0,3101,,97329.0,0.0,,,,1.0,,,1955.0,,,121581.0,151976.0,2015,30395.0,2578.63,,,6.0379102082e+13
3036,11187889,,,,2.0,3.0,,7.0,2.0,,,1088.0,1088.0,,,,,6037,,2.0,,,,7.0,34588470,-118155422,9780.0,,,,,,0100,261,LCRA7000*,60379102.082,40227.0,3101,,97329.0,0.0,,,,1.0,,,1955.0,,,93807.0,117257.0,2015,23450.0,2092.66,,,6.0379102082e+13
3037,11188012,,,,2.0,4.0,,7.0,2.0,,,1572.0,1572.0,,,,,6037,,2.0,,,,7.0,34590852,-118156920,7154.0,,,,,,0100,261,LCRA7000*,60379102.082,40227.0,3101,,97329.0,0.0,,,,1.0,,,1957.0,,,82992.0,103688.0,2015,20696.0,2034.19,,,6.0379102082e+13
3038,11188112,1.0,,,3.0,4.0,,4.0,3.0,,,2543.0,2543.0,,,,,6037,,3.0,,,,2.0,34588769,-118161574,7126.0,,,,,,0100,261,PDR17000*,60379102.082,40227.0,3101,,97329.0,0.0,,,,1.0,,,1992.0,,,224684.0,257272.0,2015,32588.0,4194.83,Y,14.0,6.0379102082e+13
3039,11188526,1.0,,,2.0,4.0,,4.0,2.0,,,1666.0,1666.0,,,,,6037,,2.0,,,,2.0,34600216,-118167271,7433.0,1.0,,,,1.0,0101,261,PDR1*,60379102.072,40227.0,3101,,97329.0,0.0,,,,1.0,,,1987.0,,,187100.0,253000.0,2015,65900.0,4034.72,,,6.0379102072e+13
3040,11189145,1.0,,,3.0,3.0,,4.0,3.0,,,1414.0,1414.0,,,,,6037,,3.0,,,,2.0,34599205,-118187753,7013.0,,,,,,0100,261,LCA121/2*,60379102.091,40227.0,3101,,97329.0,0.0,,,,1.0,,,1989.0,,,135004.0,180004.0,2015,45000.0,3203.9,,,6.0379102091e+13
3041,11189245,1.0,,,2.0,3.0,,4.0,2.0,,,1414.0,1414.0,,,,,6037,,2.0,,,,2.0,34597516,-118183284,9222.0,,,,,,0100,261,LCA121/2*,60379102.091,40227.0,3101,,97329.0,0.0,,,,1.0,,,1989.0,,,143400.0,215000.0,2015,71600.0,3591.03,,,6.0379102091e+13
3042,11189368,1.0,,,3.0,4.0,,4.0,3.0,,,2034.0,2034.0,,,,,6037,,3.0,,,,2.0,34595559,-118182395,7148.0,,,,,,0100,261,LCA121/2*,60379102.091,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,193388.0,241735.0,2015,48347.0,3982.39,,,6.0379102091e+13
3043,11189468,1.0,,,3.0,4.0,,4.0,3.0,,,2034.0,2034.0,,,,,6037,,3.0,,,,2.0,34595359,-118184647,6836.0,,,,,,0100,261,LCA121/2*,60379102.091,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,181485.0,234001.0,2015,52516.0,3804.04,,,6.0379102091e+13
3044,11189668,1.0,,,3.0,4.0,,4.0,3.0,,,2564.0,2564.0,,,,,6037,,3.0,,,,2.0,34600738,-118180161,6921.0,,,,,,0100,261,PDA22*,60379102.073,40227.0,3101,,97329.0,0.0,,,,1.0,,,1989.0,,,205800.0,294000.0,2015,88200.0,4420.91,,,6.0379102073e+13
3045,11190582,1.0,,,2.0,3.0,,4.0,2.0,,,1494.0,1494.0,,,,,6037,,2.0,,,,2.0,34586504,-118173992,7423.0,,,,,,0100,261,PDRPD-3U*,60379102.071,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,138748.0,177107.0,2015,38359.0,3094.59,,,6.0379102071e+13
3046,11191942,1.0,,,2.0,4.0,,7.0,2.0,,,1896.0,1896.0,,,,,6037,,2.0,,,,2.0,34585034,-118149253,7799.0,,,,,,0100,261,LCRA7000*,60379104.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1957.0,,,56378.0,68590.0,2015,12212.0,1553.97,,,6.0379104011e+13
3047,11192315,1.0,,,3.0,3.0,,4.0,3.0,,,2312.0,2312.0,,,,,6037,,3.0,,,,2.0,34558496,-118143867,40355.0,,,,,,0100,261,LCRA1*,60379104.0111,40227.0,3101,,97329.0,0.0,,,,1.0,,,1981.0,,,74436.0,99299.0,2015,24863.0,1310.19,,,6.03791040111e+13
3048,11192422,1.0,,,2.0,2.0,,7.0,2.0,,,924.0,924.0,,,,,6037,,2.0,,,,2.0,34576003,-118138459,6596.0,,,,,,0100,261,PDR17000*,60379104.012,40227.0,3101,,97329.0,0.0,,,,1.0,,,1984.0,,,90165.0,112705.0,2015,22540.0,2437.83,,,6.0379104012e+13
3049,11192691,1.0,,,3.0,4.0,,4.0,3.0,,,1924.0,1924.0,,,,,6037,,3.0,,,,2.0,34586817,-118156117,8238.0,,,,,,0100,261,PDR1*,60379104.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1988.0,,,120000.0,256000.0,2015,136000.0,4306.01,,,6.0379104011e+13
3050,11192914,1.0,,,3.0,4.0,,4.0,3.0,,,2604.0,2604.0,,,,,6037,,3.0,,,,2.0,34574574,-118133738,7307.0,,,,,,0100,261,LCRA7000*,60379104.012,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,184731.0,230911.0,2015,46180.0,3891.98,,,6.0379104012e+13
3051,11193029,1.0,,,2.0,3.0,,4.0,2.0,,,1545.0,1545.0,,,,,6037,,2.0,,,,2.0,34582497,-118146851,8268.0,,,,,,0100,261,,60379104.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1990.0,,,118723.0,148403.0,2015,29680.0,3126.9,,,6.0379104011e+13
3052,11193221,1.0,,,3.0,3.0,,4.0,3.0,,,2582.0,2582.0,,,,,6037,,3.0,,,,2.0,34577549,-118143442,6971.0,1.0,,,,1.0,0101,261,PDA1*,60379104.012,40227.0,3101,,97329.0,0.0,,,,1.0,,,1994.0,,,223504.0,269616.0,2015,46112.0,4343.87,,,6.0379104012e+13
3053,11193321,1.0,,,3.0,5.0,,4.0,3.0,,,2587.0,2587.0,,,,,6037,,3.0,,,,2.0,34586325,-118162206,7996.0,,,,,,0100,261,PDR17000,60379104.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1991.0,,,204040.0,255043.0,2015,51003.0,4479.36,,,6.0379104011e+13
3054,11193829,1.0,,,1.0,2.0,,4.0,1.0,,,1182.0,1182.0,,,,,6037,,1.0,,,,2.0,34606791,-118161751,114644.0,,,,,,0100,261,LCA22*,60379102.0221,40227.0,3101,,97329.0,0.0,,,,1.0,,,1956.0,,,136300.0,227000.0,2015,90700.0,3866.77,,,6.03791020221e+13
3055,11193913,1.0,,,2.0,3.0,,4.0,2.0,,,1420.0,1420.0,,,,,6037,,2.0,,,,2.0,34615232,-118148508,112003.0,,,,,,0100,261,LCA22*,60379102.0221,40227.0,3101,,97329.0,0.0,,,,1.0,,,1979.0,,,134600.0,271000.0,2015,136400.0,3770.46,,,6.03791020221e+13
3056,11194142,,,,1.0,3.0,,7.0,1.0,,,2020.0,2020.0,,,,,6037,,1.0,,,,7.0,34626087,-118158386,113079.0,,,,,,0100,261,LCA22*,60379102.022,40227.0,3101,,97329.0,0.0,,,,1.0,,,1954.0,,,133772.0,167215.0,2015,33443.0,2157.99,,,6.0379102022e+13
3057,11194249,1.0,,,2.0,3.0,,7.0,2.0,,,2144.0,2144.0,,,,,6037,,2.0,,,,2.0,34628611,-118160544,56155.0,,,,,,0100,261,LCA22*,60379102.022,40227.0,3101,,97329.0,0.0,,,,1.0,,,1956.0,,,143391.0,185870.0,2015,42479.0,2388.44,,,6.0379102022e+13
3058,11194272,1.0,,,2.0,3.0,,4.0,2.0,,,1566.0,1566.0,,,,,6037,,2.0,,,,2.0,34602039,-118135814,8998.0,,,,,,0100,261,PDR1*,60379102.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1980.0,,,89000.0,193000.0,2015,104000.0,3644.05,,,6.0379102011e+13
3059,11194518,1.0,,,2.0,3.0,,4.0,2.0,,,2187.0,2187.0,,,,,6037,,2.0,,,,2.0,34605701,-118137380,9580.0,,,,,,0100,261,PDR1*,60379102.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1978.0,,,167363.0,237006.0,2015,69643.0,3765.79,,,6.0379102011e+13
3060,11194541,1.0,,,2.0,3.0,,4.0,2.0,,,2059.0,2059.0,,,,,6037,,2.0,,,,2.0,34605103,-118138309,9286.0,,,,,,0100,261,PDR1*,60379102.011,40227.0,3101,,97329.0,0.0,,,,1.0,,,1987.0,,,172310.0,200202.0,2015,27892.0,3246.07,,,6.0379102011e+13
3061,11195296,,,,2.0,3.0,,7.0,2.0,,,1280.0,1280.0,,,,,6037,,2.0,,,,2.0,34589740,-118126298,8325.0,,,,,,0100,261,LCRA7000*,60379102.012,40227.0,3101,,97328.0,0.0,,,,1.0,,,1971.0,,,68223.0,85278.0,2015,17055.0,1913.54,,,6.0379102012e+13
3062,11195723,1.0,,,3.0,4.0,,4.0,3.0,,,1638.0,1638.0,,,,,6037,,3.0,,,,2.0,34611088,-118127574,259592.0,,,,,,01DC,266,PD RPD18U,60379102.011,40227.0,3101,,97328.0,0.0,,,,1.0,,,1993.0,,,144485.0,180633.0,2015,36148.0,3856.69,,,6.0379102011e+13
3063,11195979,,,,2.0,3.0,,7.0,2.0,,,1022.0,1022.0,,,,,6037,,2.0,,,,2.0,34584729,-118127123,6635.0,,,,,,0100,261,LCR17000*,60379104.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,36856.0,46067.0,2015,9211.0,1446.81,,,6.0379104021e+13
3064,11196079,,,,2.0,4.0,,7.0,2.0,,,1196.0,1196.0,,,,,6037,,2.0,,,,7.0,34584637,-118124691,6592.0,,,,,,0100,261,LCR17000*,60379104.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1955.0,,,81004.0,106846.0,2015,25842.0,2096.47,,,6.0379104021e+13
3065,11196389,,,,2.0,3.0,,7.0,2.0,,,1125.0,1125.0,,,,,6037,,2.0,,,,2.0,34583626,-118122813,6392.0,,,,,,0100,261,PDR1*,60379104.022,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,74751.0,93437.0,2015,18686.0,2001.3,Y,14.0,6.0379104022e+13
3066,11196458,,,,2.0,3.0,,7.0,2.0,,,1223.0,1223.0,,,,,6037,,2.0,,,,7.0,34581149,-118123688,5783.0,,,,,,0100,261,PDR1*,60379104.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,38663.0,65510.0,2015,26847.0,1719.71,,,6.0379104021e+13
3067,11196926,,,,2.0,3.0,,7.0,2.0,,,1041.0,1041.0,,,,,6037,,2.0,,,,7.0,34577032,-118125942,9024.0,,,,,,0100,261,LCR17000*,60379104.031,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,94112.0,124112.0,2015,30000.0,2369.37,,,6.0379104031e+13
3068,11198041,1.0,,,3.0,3.0,,7.0,3.0,,,1792.0,1792.0,,,,,6037,,3.0,,,,2.0,34569695,-118125244,7024.0,1.0,,,,1.0,0101,261,PDRPD7OOO6,60379104.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1984.0,,,149240.0,186549.0,2015,37309.0,3111.13,,,6.0379104042e+13
3069,11198187,1.0,,,3.0,3.0,,7.0,3.0,,,1732.0,1732.0,,,,,6037,,3.0,,,,2.0,34565123,-118125418,7126.0,,,,,,0100,261,LCRA7000*,60379104.041,40227.0,3101,,97328.0,0.0,,,,1.0,,,1987.0,,,130098.0,162613.0,2015,32515.0,2754.41,,,6.0379104041e+13
3070,11198571,,,,1.0,3.0,,7.0,1.0,,,1089.0,1089.0,,,,,6037,,1.0,,,,7.0,34570368,-118109341,7475.0,,,,,,0100,261,PDR1*,60379105.043,40227.0,3101,,97328.0,0.0,,,,1.0,,,1955.0,,,85900.0,134000.0,2015,48100.0,2525.76,,,6.0379105043e+13
3071,11198717,1.0,,,2.0,3.0,,7.0,2.0,,,1264.0,1264.0,,,,,6037,,2.0,,,,2.0,34566367,-118104718,4354.0,,,,,,0100,261,PDRPD10U*,60379105.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,98071.0,122588.0,2015,24517.0,2727.56,,,6.0379105042e+13
3072,11199046,,,,2.0,4.0,,7.0,2.0,,,1891.0,1891.0,,,,,6037,,2.0,,,,2.0,34568460,-118102540,10051.0,,,,,,0100,261,PDR1*,60379105.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1964.0,,,99733.0,124658.0,2015,24925.0,2397.3,,,6.0379105042e+13
3073,11199146,1.0,,,2.0,3.0,,4.0,2.0,,,1408.0,1408.0,,,,,6037,,2.0,,,,2.0,34572030,-118096786,8254.0,,,,,,0100,261,PDC1DP*,60379105.041,40227.0,3101,,97328.0,0.0,,,,1.0,,,1989.0,,,80765.0,100954.0,2015,20189.0,2101.06,,,6.0379105041e+13
3074,11199415,1.0,,,2.0,3.0,,4.0,2.0,,,1260.0,1260.0,,,,,6037,,2.0,,,,2.0,34565947,-118095111,6106.0,,,,,,0100,261,PDR1*,60379105.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1988.0,,,111431.0,139287.0,2015,27856.0,2510.79,,,6.0379105042e+13
3075,11199538,1.0,,,2.0,3.0,,7.0,2.0,,,1264.0,1264.0,,,,,6037,,2.0,,,,2.0,34566697,-118100904,4202.0,,,,,,0100,261,PDRPD10U*,60379105.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1984.0,,,119949.0,149936.0,2015,29987.0,3045.17,,,6.0379105042e+13
3076,11199761,1.0,,,3.0,4.0,,4.0,3.0,,,1832.0,1832.0,,,,,6037,,3.0,,,,2.0,34560421,-118093778,7322.0,,,,,,0100,261,PDR1*,60379105.052,40227.0,3101,,97328.0,0.0,,,,1.0,,,1988.0,,,109564.0,136950.0,2015,27386.0,2671.93,,,6.0379105052e+13
3077,11199884,1.0,,,3.0,4.0,,4.0,3.0,,,1744.0,1744.0,,,,,6037,,3.0,,,,2.0,34568590,-118096435,4566.0,,,,,,0100,261,PDR1*,60379105.042,40227.0,3101,,97328.0,0.0,,,,1.0,,,1989.0,,,95860.0,118968.0,2015,23108.0,2292.99,,,6.0379105042e+13
3078,11200099,1.0,,,3.0,3.0,,4.0,3.0,,,1452.0,1452.0,,,,,6037,,3.0,,,,2.0,34561927,-118099381,7004.0,,,,,,0100,261,PDR1*,60379105.051,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,107500.0,188500.0,2015,81000.0,3373.87,,,6.0379105051e+13
3079,11200368,1.0,,,2.0,3.0,,7.0,2.0,,,1485.0,1485.0,,,,,6037,,2.0,,,,2.0,34560625,-118106592,7199.0,,,,,,0100,261,PDR1*,60379105.052,40227.0,3101,,97328.0,0.0,,,,1.0,,,1991.0,,,110145.0,147030.0,2015,36885.0,2753.87,,,6.0379105052e+13
3080,11200468,1.0,,,2.0,3.0,,7.0,2.0,,,1485.0,1485.0,,,,,6037,,2.0,,,,2.0,34560173,-118105673,7083.0,,,,,,0100,261,PDR1,60379105.052,40227.0,3101,,97328.0,0.0,,,,1.0,,,1992.0,,,76600.0,197300.0,2015,120700.0,3679.8,,,6.0379105052e+13
3081,11200975,,,,2.0,3.0,,7.0,2.0,,,1956.0,1956.0,,,,,6037,,2.0,,,,7.0,34575800,-118096574,7256.0,,,,,,0100,261,PDR1*,60379105.022,40227.0,3101,,97328.0,0.0,,,,1.0,,,1954.0,,,80143.0,100176.0,2015,20033.0,2114.98,,,6.0379105022e+13
3082,11201235,1.0,,,2.0,3.0,,7.0,2.0,,,1562.0,1562.0,,,,,6037,,2.0,,,,2.0,34576179,-118102848,7123.0,1.0,,,,1.0,0101,261,PDR1*,60379105.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1987.0,,,164828.0,206035.0,2015,41207.0,3381.46,,,6.0379105021e+13
3083,11201994,,,,2.0,3.0,,7.0,2.0,,,1125.0,1125.0,,,,,6037,,2.0,,,,2.0,34587177,-118089826,7740.0,,,,,,0100,261,PDR1*,60379106.011,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,58100.0,130000.0,2015,71900.0,2678.39,,,6.0379106011e+13
3084,11202094,,,,1.0,3.0,,7.0,1.0,,,983.0,983.0,,,,,6037,,1.0,,,,7.0,34584469,-118091186,6993.0,,,,,,0100,261,PDR1*,60379106.011,40227.0,3101,,97328.0,0.0,,,,1.0,,,1953.0,,,35570.0,44461.0,2015,8891.0,1426.57,,,6.0379106011e+13
3085,11202217,,,,2.0,4.0,,7.0,2.0,,,1935.0,1935.0,,,,,6037,,2.0,,,,2.0,34582871,-118088909,7181.0,,,,,,0100,261,PDR1*,60379106.011,40227.0,3101,,97328.0,0.0,,,,1.0,,,1957.0,,,80577.0,100748.0,2015,20171.0,2120.79,,,6.0379106011e+13
3086,11202384,1.0,,,3.0,2.0,,4.0,3.0,,,1013.0,1013.0,,,,,6037,,3.0,,,,2.0,34582700,-118087000,899.0,,,,,,010C,266,PDR315U *,60379106.011,40227.0,3101,,97328.0,0.0,,,,1.0,,,1991.0,,,58820.0,73519.0,2015,14699.0,1903.42,,,6.0379106011e+13
3087,11203233,1.0,,,2.0,3.0,,7.0,2.0,,,1340.0,1340.0,,,,,6037,,2.0,,,,2.0,34565480,-118076209,6322.0,,,,,,0100,261,PDRPD12U*,60379106.032,40227.0,3101,,97328.0,0.0,,,,1.0,,,1978.0,,,73669.0,97958.0,2015,24289.0,1999.92,,,6.0379106032e+13
3088,11203521,1.0,,,2.0,3.0,,7.0,2.0,,,1388.0,1388.0,,,,,6037,,2.0,,,,2.0,34570768,-118083732,7860.0,1.0,,,,1.0,0101,261,PDR17500*,60379106.031,40227.0,3101,,97328.0,0.0,,,,1.0,,,1969.0,,,111593.0,132840.0,2015,21247.0,2379.3,,,6.0379106031e+13
3089,11203790,1.0,,,2.0,3.0,,7.0,2.0,,,1136.0,1136.0,,,,,6037,,2.0,,,,2.0,34566381,-118076524,3793.0,,,,,,0100,261,PDRPD12U*,60379106.031,40227.0,3101,,97328.0,0.0,,,,1.0,,,1973.0,,,126477.0,158096.0,2015,31619.0,2675.81,,,6.0379106031e+13
3090,11203890,1.0,,,2.0,3.0,,7.0,2.0,,,1567.0,1567.0,,,,,6037,,2.0,,,,2.0,34560361,-118078507,6861.0,,,,,,0100,261,PDRPD12U*,60379106.032,40227.0,3101,,97328.0,0.0,,,,1.0,,,1980.0,,,149888.0,181214.0,2015,31326.0,2949.56,,,6.0379106032e+13
3091,11203990,1.0,,,2.0,3.0,,7.0,2.0,,,1553.0,1553.0,,,,,6037,,2.0,,,,2.0,34560030,-118079790,6475.0,,,,,,010D,269,PDRPD12U*,60379106.032,40227.0,3101,,97328.0,0.0,,,,1.0,,,1984.0,,,113211.0,141540.0,2015,28329.0,2360.75,Y,15.0,6.0379106032e+13
3092,11204159,1.0,,,3.0,4.0,,4.0,3.0,,,1698.0,1698.0,,,,,6037,,3.0,,,,2.0,34568847,-118090572,5011.0,,,,,,0100,261,PDR1*,60379106.034,40227.0,3101,,97328.0,0.0,,,,1.0,,,1990.0,,,132500.0,173700.0,2015,41200.0,3203.13,,,6.0379106034e+13
3093,11204428,1.0,,,2.0,3.0,,7.0,2.0,,,1460.0,1460.0,,,,,6037,,2.0,,,,2.0,34560899,-118088137,7058.0,,,,,,0100,261,PDR1*,60379106.033,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,111431.0,139287.0,2015,27856.0,2790.65,,,6.0379106033e+13
3094,11204497,1.0,,,2.0,3.0,,4.0,2.0,,,1308.0,1308.0,,,,,6037,,2.0,,,,2.0,34563955,-118085298,7184.0,,,,,,0100,261,PDR1*,60379106.033,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,96400.0,173000.0,2015,76600.0,3260.57,,,6.0379106033e+13
3095,11204689,1.0,,,3.0,4.0,,4.0,3.0,,,1914.0,1914.0,,,,,6037,,3.0,,,,2.0,34570268,-118090297,6612.0,,,,,,0100,261,PDR1*,60379106.034,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,130391.0,173791.0,2015,43400.0,3221.06,,,6.0379106034e+13
3096,11204835,1.0,,,2.0,3.0,,4.0,2.0,,,1544.0,1544.0,,,,,6037,,2.0,,,,2.0,34561658,-118089047,7061.0,,,,,,0100,261,PDR1*,60379106.033,40227.0,3101,,97328.0,0.0,,,,1.0,,,1986.0,,,81046.0,108094.0,2015,27048.0,2204.72,,,6.0379106033e+13
3097,11205345,1.0,,,2.0,2.0,,7.0,2.0,,,978.0,978.0,,,,,6037,,2.0,,,,2.0,34574798,-118071908,4238.0,,,,,,0100,261,PDRPD*,60379106.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1970.0,,,108452.0,150624.0,2015,42172.0,2692.55,,,6.0379106021e+13
3098,11205460,1.0,,,1.0,2.0,,7.0,1.0,,,1062.0,1062.0,,,,,6037,,1.0,,,,2.0,34573773,-118071426,4293.0,,,,,,0100,261,PDRPD*,60379106.021,40227.0,3101,,97328.0,0.0,,,,1.0,,,1970.0,,,103000.0,128700.0,2015,25700.0,2407.48,Y,15.0,6.0379106021e+13
3099,11205752,1.0,,,2.0,3.0,,7.0,2.0,,,1312.0,1312.0,,,,,6037,,2.0,,,,2.0,34562757,-118062654,4745.0,1.0,,,,1.0,0101,261,PDRPD1OU*,60379106.061,40227.0,3101,,97328.0,0.0,,,,1.0,,,1984.0,,,129363.0,157779.0,2015,28416.0,2670.98,,,6.0379106061e+13
3100,11205852,1.0,,,2.0,3.0,,7.0,2.0,,,1312.0,1312.0,,,,,6037,,2.0,,,,2.0,34563593,-118066066,4509.0,,,,,,0100,261,PDRPD1OU*,60379106.061,40227.0,3101,,97328.0,0.0,,,,1.0,,,1984.0,,,134100.0,169000.0,2015,34900.0,2917.07,,,6.0379106061e+13
3101,11205975,1.0,,,2.0,3.0,,7.0,2.0,,,1281.0,1281.0,,,,,6037,,2.0,,,,2.0,34567746,-118063365,6604.0,,,,,,0100,261,PDR1*,60379106.052,40227.0,3101,,97328.0,0.0,,,,1.0,,,1985.0,,,84758.0,105874.0,2015,21116.0,2109.8,,,6.0379106052e+13
3102,11206098,1.0,,,2.0,3.0,,7.0,2.0,,,1336.0,1336.0,,,,,6037,,2.0,,,,2.0,34567094,-118073711,6703.0,,,,,,0100,261,PDR17OOO*,60379106.051,40227.0,3101,,97328.0,0.0,,,,1.0,,,1985.0,,,96660.0,128878.0,2015,32218.0,2688.34,,,6.0379106051e+13
3103,11206198,1.0,,,3.0,3.0,,7.0,3.0,,,1732.0,1732.0,,,,,6037,,3.0,,,,2.0,34565826,-118062900,7105.0,,,,,,0100,261,PDR1*,60379106.052,40227.0,3101,,97328.0,0.0,,,,1.0,,,1985.0,,,95905.0,121476.0,2015,25571.0,2390.2,,,6.0379106052e+13
3104,11206521,1.0,,,2.0,3.0,,4.0,2.0,,,1944.0,1944.0,,,,,6037,,2.0,,,,2.0,34564632,-118058306,6999.0,,,,,,0100,261,LCRA7000*,60379106.062,40227.0,3101,,97328.0,0.0,,,,1.0,,,1989.0,,,188300.0,224000.0,2015,35700.0,3699.63,,,6.0379106062e+13
